23/08/2017,00171,06-25-27-34-42-43
20/08/2017,00170,05-15-18-21-37-45
18/08/2017,00169,03-04-18-22-34-37
16/08/2017,00168,06-11-15-19-22-41
13/08/2017,00167,01-03-06-07-16-18
11/08/2017,00166,01-12-19-35-36-41
09/08/2017,00165,11-19-22-24-25-31
06/08/2017,00164,02-09-10-11-21-43
04/08/2017,00163,03-12-13-23-26-37
02/08/2017,00162,07-10-17-26-28-43
30/07/2017,00161,08-17-24-35-41-44
28/07/2017,00160,01-04-09-26-35-39
26/07/2017,00159,09-26-27-30-40-44
23/07/2017,00158,07-09-13-21-28-39
21/07/2017,00157,05-06-09-15-19-32
19/07/2017,00156,04-07-13-20-35-44
16/07/2017,00155,02-10-27-29-37-39
14/07/2017,00154,02-13-19-24-25-33
12/07/2017,00153,05-09-14-15-26-42
09/07/2017,00152,01-09-14-18-25-28
07/07/2017,00151,04-19-22-30-34-35
05/07/2017,00150,01-04-16-31-37-40
02/07/2017,00149,01-05-07-16-19-44
30/06/2017,00148,01-07-10-38-40-42
28/06/2017,00147,02-06-21-28-39-40
25/06/2017,00146,03-14-33-38-42-44
23/06/2017,00145,09-10-21-37-40-42
21/06/2017,00144,09-26-29-30-35-37
18/06/2017,00143,02-08-12-14-16-26
16/06/2017,00142,06-10-17-21-27-38
14/06/2017,00141,05-08-15-25-31-35
11/06/2017,00140,05-06-11-14-32-33
09/06/2017,00139,07-15-19-24-32-42
07/06/2017,00138,05-06-13-29-35-44
04/06/2017,00137,01-09-23-32-34-35
02/06/2017,00136,05-13-16-32-39-41
31/05/2017,00135,07-13-16-30-37-44
28/05/2017,00134,02-07-17-24-31-44
26/05/2017,00133,06-08-25-39-40-45
24/05/2017,00132,08-20-25-27-30-33
21/05/2017,00131,11-14-17-22-27-42
19/05/2017,00130,01-08-18-28-30-33
17/05/2017,00129,07-08-11-18-23-42
14/05/2017,00128,13-15-17-21-25-40
12/05/2017,00127,01-27-35-42-43-45
10/05/2017,00126,07-17-21-29-40-44
07/05/2017,00125,01-07-28-32-44-45
05/05/2017,00124,04-09-12-32-36-43
03/05/2017,00123,03-19-20-21-25-45
30/04/2017,00122,02-06-08-11-12-25
28/04/2017,00121,02-09-11-12-15-23
26/04/2017,00120,14-16-17-20-35-39
23/04/2017,00119,13-17-22-30-31-43
21/04/2017,00118,07-08-15-30-32-39
19/04/2017,00117,19-20-32-33-38-44
16/04/2017,00116,06-07-18-29-32-44
14/04/2017,00115,04-05-10-33-36-38
12/04/2017,00114,02-03-08-13-19-41
09/04/2017,00113,05-08-21-25-26-37
07/04/2017,00112,04-05-16-17-32-40
05/04/2017,00111,13-14-20-21-23-33
02/04/2017,00110,03-05-07-12-27-33
31/03/2017,00109,01-04-05-11-20-30
29/03/2017,00108,04-05-24-26-28-37
26/03/2017,00107,06-12-23-25-29-43
24/03/2017,00106,10-14-30-32-37-42
22/03/2017,00105,01-09-24-28-33-36
19/03/2017,00104,01-02-06-12-31-36
17/03/2017,00103,07-12-24-43-44-45
15/03/2017,00102,03-09-10-31-32-40
12/03/2017,00101,06-11-30-32-35-42
10/03/2017,00100,04-09-21-27-38-44
08/03/2017,00099,05-11-14-20-32-42
05/03/2017,00098,18-21-24-26-39-45
03/03/2017,00097,02-04-13-22-23-41
01/03/2017,00096,03-04-26-30-35-44
26/02/2017,00095,07-11-16-19-38-39
24/02/2017,00094,02-04-19-23-44-45
22/02/2017,00093,01-03-08-18-28-42
19/02/2017,00092,01-17-24-25-33-35
17/02/2017,00091,12-15-25-27-37-41
15/02/2017,00090,04-16-19-27-29-30
12/02/2017,00089,04-06-12-21-23-28
10/02/2017,00088,02-06-10-13-20-28
08/02/2017,00087,15-26-29-32-34-38
05/02/2017,00086,01-11-26-29-34-40
03/02/2017,00085,08-17-31-32-33-39
01/02/2017,00084,02-10-11-18-22-33
29/01/2017,00083,05-13-21-27-29-45
25/01/2017,00082,06-09-14-18-28-30
22/01/2017,00081,01-20-21-22-26-29
20/01/2017,00080,01-11-31-32-34-37
18/01/2017,00079,11-22-26-28-35-43
15/01/2017,00078,05-25-27-29-31-43
13/01/2017,00077,12-24-29-32-37-39
11/01/2017,00076,02-08-21-29-37-45
08/01/2017,00075,12-18-29-32-39-45
06/01/2017,00074,22-30-34-36-43-45
04/01/2017,00073,04-19-25-27-29-31
01/01/2017,00072,09-18-24-33-36-39
30/12/2016,00071,07-23-27-29-35-37
28/12/2016,00070,02-22-25-33-38-43
25/12/2016,00069,05-12-20-29-34-36
23/12/2016,00068,01-17-24-25-37-43
21/12/2016,00067,03-06-12-14-18-40
18/12/2016,00066,03-07-30-32-41-43
16/12/2016,00065,05-08-33-34-39-44
14/12/2016,00064,05-06-12-16-26-30
11/12/2016,00063,02-03-04-05-22-24
09/12/2016,00062,11-12-15-17-21-26
07/12/2016,00061,13-23-27-28-32-45
04/12/2016,00060,03-05-13-27-38-44
02/12/2016,00059,17-26-33-34-37-42
30/11/2016,00058,06-15-17-20-23-41
27/11/2016,00057,12-16-17-18-22-30
25/11/2016,00056,03-04-25-31-37-40
23/11/2016,00055,02-22-23-24-28-37
20/11/2016,00054,09-23-33-38-41-42
18/11/2016,00053,11-12-16-24-26-31
16/11/2016,00052,01-09-17-28-43-44
13/11/2016,00051,11-23-25-34-36-45
11/11/2016,00050,10-17-22-23-30-36
09/11/2016,00049,02-10-14-24-25-30
06/11/2016,00048,04-15-16-20-26-41
04/11/2016,00047,05-13-22-24-28-32
02/11/2016,00046,03-05-08-10-13-22
30/10/2016,00045,07-12-25-28-40-44
28/10/2016,00044,10-11-13-14-16-38
26/10/2016,00043,01-08-16-18-21-28
23/10/2016,00042,02-05-12-21-22-40
21/10/2016,00041,16-17-30-32-34-38
19/10/2016,00040,02-13-15-17-18-41
16/10/2016,00039,05-21-31-33-38-42
14/10/2016,00038,03-07-09-18-28-39
12/10/2016,00037,02-08-15-16-19-25
09/10/2016,00036,02-15-20-32-33-44
07/10/2016,00035,24-25-27-34-44-45
05/10/2016,00034,05-06-19-31-42-44
02/10/2016,00033,16-23-27-34-35-38
30/09/2016,00032,06-20-30-38-40-45
28/09/2016,00031,03-06-17-21-32-40
25/09/2016,00030,01-20-28-32-42-44
23/09/2016,00029,08-14-19-29-30-40
21/09/2016,00028,05-12-15-30-37-41
18/09/2016,00027,07-10-17-20-25-32
16/09/2016,00026,04-05-06-23-31-34
14/09/2016,00025,02-11-14-23-25-32
11/09/2016,00024,06-09-10-18-20-31
09/09/2016,00023,07-13-16-18-31-32
07/09/2016,00022,06-08-12-13-15-19
04/09/2016,00021,11-15-20-24-27-45
02/09/2016,00020,09-13-24-35-36-41
31/08/2016,00019,08-20-21-31-34-39
28/08/2016,00018,04-06-10-15-16-44
26/08/2016,00017,10-36-39-43-44-45
24/08/2016,00016,08-17-21-23-36-40
21/08/2016,00015,13-21-24-25-29-44
19/08/2016,00014,11-12-17-33-34-36
17/08/2016,00013,02-04-09-19-21-26
14/08/2016,00012,13-16-17-29-31-37
12/08/2016,00011,28-31-34-37-38-41
10/08/2016,00010,06-15-16-19-27-30
07/08/2016,00009,03-05-17-22-30-31
05/08/2016,00008,03-09-13-18-24-31
03/08/2016,00007,07-10-25-27-29-40
31/07/2016,00006,02-06-19-21-35-39
29/07/2016,00005,03-08-13-20-30-36
27/07/2016,00004,14-17-21-25-31-37
24/07/2016,00003,01-10-16-18-23-38
22/07/2016,00002,03-04-14-20-25-35
20/07/2016,00001,02-17-33-37-38-45
